Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature_Difference,Mechanical_Power,Thermal_Load_Index,Torque_Speed_Interaction,Temperature_Ratio,Wear_Load_Index,Machine failure
L,298.4,308.7,1386,44.9,135,10.300000000000011,6516.856968753595,67123.6267781621,62231.4,1.0345174262734584,6061.5,0
M,298.3,308.6,1589,37.1,137,10.300000000000011,6173.428531838671,63586.31387793838,58951.9,1.0345289976533691,5082.7,0
L,298.3,308.6,1548,40.3,140,10.300000000000011,6532.879091286903,67288.65464025518,62384.399999999994,1.0345289976533691,5642.0,0
L,298.3,308.6,1499,38.3,142,10.300000000000011,6012.139165003371,61925.03339953479,57411.7,1.0345289976533691,5438.599999999999,0
L,298.3,308.5,1664,31.6,144,10.199999999999989,5506.416051603998,56165.44372636072,52582.4,1.0341937646664432,4550.400000000001,0
L,298.3,308.6,1447,38.1,146,10.300000000000011,5773.273403575427,59464.71605682697,55130.700000000004,1.0345289976533691,5562.6,0
M,298.3,308.5,1434,46.2,148,10.199999999999989,6937.767552481556,70765.22903531179,66250.8,1.0341937646664432,6837.6,0
L,298.3,308.5,1416,52.7,151,10.199999999999989,7814.523230245395,79708.13694850294,74623.2,1.0341937646664432,7957.700000000001,0
H,298.4,308.5,1827,24.3,153,10.100000000000023,4649.148720267927,46956.40207470617,44396.1,1.0338471849865953,3717.9,0
L,298.4,308.6,1304,45.0,158,10.200000000000045,6144.955230421635,62678.543350300955,58680.0,1.034182305630027,7110.0,0
L,298.4,308.6,1569,34.4,160,10.200000000000045,5652.102174926468,57651.442184250234,53973.6,1.034182305630027,5504.0,0
L,298.3,308.6,1584,29.3,162,10.300000000000011,4860.169498809554,50059.74583773846,46411.200000000004,1.0345289976533691,4746.6,0
L,298.3,308.5,1362,53.8,164,10.199999999999989,7673.402888246141,78268.70946011055,73275.59999999999,1.0341937646664432,8823.199999999999,0
L,298.3,308.4,1329,49.2,166,10.099999999999966,6847.28968405817,69157.62580898729,65386.8,1.0338585316795172,8167.200000000001,0
L,298.3,308.5,1539,36.1,168,10.199999999999989,5818.009682962545,59343.698766217894,55557.9,1.0341937646664432,6064.8,0
M,298.3,308.5,1629,37.1,170,10.199999999999989,6328.832648436246,64554.093014049635,60435.9,1.0341937646664432,6307.0,0
L,298.3,308.5,1538,32.2,173,10.199999999999989,5186.099264643984,52898.21249936857,49523.600000000006,1.0341937646664432,5570.6,0
L,298.3,308.6,1570,34.8,175,10.300000000000011,5721.46854071773,58931.125969392684,54635.99999999999,1.0345289976533691,6089.999999999999,0
L,298.3,308.4,1408,43.1,177,10.099999999999966,6354.89739548553,64184.46369440364,60684.8,1.0338585316795172,7628.7,0
L,298.2,308.4,1424,47.6,179,10.199999999999989,7098.156329422827,72401.19456011275,67782.40000000001,1.0342052313883299,8520.4,0
L,298.2,308.4,1512,34.9,181,10.199999999999989,5525.935813958302,56364.545302374616,52768.799999999996,1.0342052313883299,6316.9,0
L,298.2,308.4,1478,42.9,183,10.199999999999989,6639.881737068171,67726.79371809527,63406.2,1.0342052313883299,7850.7,0
M,298.1,308.3,1680,33.7,185,10.199999999999989,5928.8136558546585,60473.89928971745,56616.00000000001,1.0342167058034217,6234.500000000001,0
L,298.1,308.3,1495,38.7,188,10.199999999999989,6058.718512080596,61798.92882322201,57856.50000000001,1.0342167058034217,7275.6,0
M,298.0,308.1,1552,36.6,190,10.100000000000023,5948.417194013058,60079.01365953202,56803.200000000004,1.0338926174496645,6954.0,0
L,297.9,308.1,1393,50.3,193,10.200000000000045,7337.493329748808,74842.43196343817,70067.9,1.0342396777442096,9707.9,0
L,298.0,308.2,1611,30.6,195,10.199999999999989,5162.327880231821,52655.744378364514,49296.600000000006,1.034228187919463,5967.0,0
M,298.0,308.1,1339,51.6,197,10.100000000000023,7235.339208629582,73076.92600715894,69092.40000000001,1.0338926174496645,10165.2,0
L,298.0,308.1,1777,24.3,200,10.100000000000023,4521.914217797541,45671.333599755264,43181.1,1.0338926174496645,4860.0,0
L,298.0,308.2,1348,58.8,202,10.199999999999989,8300.33911819652,84663.45900560441,79262.4,1.034228187919463,11877.599999999999,1
L,298.0,308.2,1442,44.1,204,10.199999999999989,6659.359611520428,67925.4680375083,63592.200000000004,1.034228187919463,8996.4,0
M,298.0,308.2,1395,49.1,206,10.199999999999989,7172.727267043536,73161.81812384399,68494.5,1.034228187919463,10114.6,0
M,297.9,308.1,1627,31.4,209,10.200000000000045,5349.901905602153,54568.99943714221,51087.799999999996,1.0342396777442096,6562.599999999999,0
L,297.9,308.1,1585,33.5,212,10.200000000000045,5560.3571974661345,56715.64341415482,53097.5,1.0342396777442096,7102.0,0
L,298.0,308.2,1469,45.5,214,10.199999999999989,6999.4160723205,71394.04393766902,66839.5,1.034228187919463,9737.0,0
L,298.0,308.3,1362,56.8,216,10.300000000000011,8101.28780766507,83443.26441895032,77361.59999999999,1.0345637583892617,12268.8,1
L,298.0,308.3,1405,56.2,218,10.300000000000011,8268.776584003455,85168.39881523569,78961.0,1.0345637583892617,12251.6,1
L,298.0,308.3,1662,32.7,0,10.300000000000011,5691.246419390198,58619.838119719105,54347.4,1.0345637583892617,0.0,0
M,298.0,308.2,1466,42.6,2,10.199999999999989,6539.916258830944,66707.14584007555,62451.6,1.034228187919463,85.2,0
L,298.0,308.2,1620,35.8,5,10.199999999999989,6073.326917919787,61947.93456278176,57995.99999999999,1.034228187919463,179.0,0
L,298.0,308.2,1357,48.2,7,10.199999999999989,6849.446911013635,69864.358492339,65407.4,1.034228187919463,337.40000000000003,0
L,298.0,308.2,1514,37.9,9,10.199999999999989,6008.882380619149,61290.60028231526,57380.6,1.034228187919463,341.09999999999997,0
L,298.0,308.2,1489,40.4,11,10.199999999999989,6299.479701076206,64254.69295097723,60155.6,1.034228187919463,444.4,0
L,298.1,308.3,1331,63.0,13,10.199999999999989,8781.06562604883,89566.86938569797,83853.0,1.0342167058034217,819.0,0
L,298.0,308.0,1615,29.5,15,10.0,4989.110933288391,49891.109332883905,47642.5,1.0335570469798658,442.5,0
L,298.1,308.2,1482,37.9,17,10.099999999999966,5881.878261610025,59406.97044226105,56167.799999999996,1.033881247903388,644.3,0
M,298.1,308.2,1420,63.9,19,10.099999999999966,9502.061140047688,95970.81751448133,90738.0,1.033881247903388,1214.1,1
M,298.2,308.3,1522,49.1,22,10.100000000000023,7825.728244043198,79039.85526483649,74730.2,1.0338698859825621,1080.2,0
L,298.1,308.2,1654,32.1,25,10.099999999999966,5559.927846470145,56155.27124934827,53093.4,1.033881247903388,802.5,0
M,298.1,308.2,1736,26.8,27,10.099999999999966,4872.065662991147,49207.86319621042,46524.8,1.033881247903388,723.6,0
M,298.0,308.1,1587,32.3,30,10.100000000000023,5367.945119409272,54216.24570603377,51260.1,1.0338926174496645,968.9999999999999,0
L,298.1,308.2,1390,47.5,33,10.099999999999966,6914.1218317755365,69832.63050093269,66025.0,1.033881247903388,1567.5,0
L,298.0,308.1,1454,37.1,35,10.100000000000023,5648.939638321855,57054.29034705087,53943.4,1.0338926174496645,1298.5,0
H,298.0,308.1,1440,43.7,37,10.100000000000023,6589.80475016995,66557.02797671665,62928.00000000001,1.0338926174496645,1616.9,0
L,297.9,308.0,1954,21.1,42,10.100000000000023,4317.532671730501,43607.07998447816,41229.4,1.0339039946290702,886.2,0
H,297.9,308.0,1800,24.8,44,10.100000000000023,4674.689868541612,47214.36767227038,44640.0,1.0339039946290702,1091.2,0
L,298.0,308.0,1524,37.0,49,10.0,5904.937551687375,59049.375516873755,56388.0,1.0335570469798658,1813.0,0
H,298.0,308.0,1520,39.6,51,10.0,6303.2915001625615,63032.91500162562,60192.0,1.0335570469798658,2019.6000000000001,0
M,298.1,308.1,1452,40.8,56,10.0,6203.765844896837,62037.65844896837,59241.6,1.0335457900033547,2284.7999999999997,0
L,298.1,308.1,1484,40.4,59,10.0,6278.326310542034,62783.26310542034,59953.6,1.0335457900033547,2383.6,0
L,298.1,308.0,1426,46.0,61,9.899999999999977,6869.197056829203,68005.05086260894,65596.0,1.033210332103321,2806.0,0
L,298.1,308.0,1652,28.5,63,9.899999999999977,4930.415510543821,48811.113554383715,47082.0,1.033210332103321,1795.5,0
L,298.0,308.0,1401,54.7,65,10.0,8025.16701766859,80251.6701766859,76634.7,1.0335570469798658,3555.5,0
M,298.0,307.9,1750,26.6,67,9.899999999999977,4874.704600820162,48259.575548119494,46550.0,1.0332214765100671,1782.2,0
H,298.0,308.0,1479,50.7,70,10.0,7852.442253574224,78524.42253574224,74985.3,1.0335570469798658,3549.0,0
M,298.0,308.0,1620,29.4,75,10.0,4987.592496839156,49875.92496839156,47628.0,1.0335570469798658,2205.0,0
L,298.0,308.1,1819,23.4,78,10.100000000000023,4457.35448876627,45019.28033653943,42564.6,1.0338926174496645,1825.1999999999998,0
M,298.1,308.1,1456,43.7,80,10.0,6663.024802949616,66630.24802949616,63627.200000000004,1.0335457900033547,3496.0,0
L,298.1,308.0,1626,36.5,83,9.899999999999977,6215.012746596688,61528.62619130707,59349.0,1.033210332103321,3029.5,0
M,298.1,308.1,1390,49.8,85,10.0,7248.910888893089,72489.10888893089,69222.0,1.0335457900033547,4233.0,0
L,298.2,308.2,1469,43.0,88,10.0,6614.832771643549,66148.32771643548,63167.0,1.0335345405767942,3784.0,0
L,298.2,308.3,2051,19.2,90,10.100000000000023,4123.780180808106,41650.17982616196,39379.2,1.0338698859825621,1728.0,0
L,298.2,308.3,1568,36.0,92,10.100000000000023,5911.2207369945545,59703.32944364513,56448.0,1.0338698859825621,3312.0,0
L,298.2,308.3,1589,33.2,94,10.100000000000023,5524.4697373866275,55797.14434760506,52754.8,1.0338698859825621,3120.8,0
L,298.2,308.3,1805,31.6,96,10.100000000000023,5973.005392515154,60327.35446440319,57038.0,1.0338698859825621,3033.6000000000004,0
H,298.2,308.4,1385,42.2,98,10.199999999999989,6120.555527478756,62429.66638028324,58447.00000000001,1.0342052313883299,4135.6,0
L,298.1,308.4,1436,46.7,103,10.299999999999955,7022.632442030528,72333.11415291412,67061.2,1.0345521637034552,4810.1,0
L,298.1,308.4,1438,45.6,105,10.299999999999955,6866.767558510427,70727.70585265709,65572.8,1.0345521637034552,4788.0,0
L,298.0,308.3,1473,42.6,107,10.300000000000011,6571.143689807626,67682.78000501862,62749.8,1.0345637583892617,4558.2,0
L,298.1,308.4,1335,40.2,109,10.299999999999955,5619.9950980067815,57885.949509469596,53667.00000000001,1.0345521637034552,4381.8,0
H,298.1,308.5,1392,44.8,111,10.399999999999977,6530.491480870174,67917.11140104967,62361.6,1.0348876216034886,4972.799999999999,0
M,298.1,308.5,1372,51.1,116,10.399999999999977,7341.81825563525,76354.90985860644,70109.2,1.0348876216034886,5927.6,0
M,298.1,308.6,1716,30.7,119,10.5,5516.762363409821,57926.00481580312,52681.2,1.0352230795035222,3653.2999999999997,0
L,298.0,308.5,1395,46.2,122,10.5,6749.083497706953,70865.37672592301,64449.00000000001,1.0352348993288591,5636.400000000001,0
L,298.0,308.5,1713,25.3,124,10.5,4538.438995155423,47653.609449131945,43338.9,1.0352348993288591,3137.2000000000003,0
H,297.9,308.5,2129,18.7,126,10.600000000000023,4169.13430675043,44192.82365155466,39812.299999999996,1.0355824102047668,2356.2,0
M,297.8,308.3,1567,35.6,131,10.5,5841.812483301244,61339.031074663064,55785.200000000004,1.0352585627938213,4663.6,0
L,297.8,308.4,1622,38.3,134,10.599999999999966,6505.463459396576,68957.91266960348,62122.6,1.035594358629953,5132.2,0
L,297.7,308.4,1740,27.1,136,10.699999999999989,4937.9553329124365,52836.12206216301,47154.0,1.0359422237151494,3685.6000000000004,0
H,297.8,308.4,1512,35.1,138,10.599999999999966,5557.603067906488,58910.59251980858,53071.200000000004,1.035594358629953,4843.8,0
M,297.8,308.4,1479,43.5,143,10.599999999999966,6737.302525255991,71415.40676771327,64336.5,1.035594358629953,6220.5,0
L,297.8,308.4,1737,27.5,146,10.599999999999966,5002.200902678348,53023.32956839032,47767.5,1.035594358629953,4015.0,0
L,297.8,308.4,2129,19.2,148,10.599999999999966,4280.608486075308,45374.44995239812,40876.799999999996,1.035594358629953,2841.6,0
L,297.8,308.4,1374,47.1,150,10.599999999999966,6776.98084047083,71835.99690899056,64715.4,1.035594358629953,7065.0,0
M,297.8,308.4,1579,36.6,152,10.599999999999966,6051.9012560223055,64150.15331383623,57791.4,1.035594358629953,5563.2,0
L,297.9,308.5,1305,47.2,155,10.600000000000023,6450.318036350564,68373.37118531612,61596.00000000001,1.0355824102047668,7316.0,0
M,297.9,308.5,1449,40.8,157,10.600000000000023,6190.94814687019,65624.05035682415,59119.2,1.0355824102047668,6405.599999999999,0
H,298.0,308.6,1526,41.8,160,10.600000000000023,6679.738075866713,70805.22360418731,63786.799999999996,1.0355704697986579,6688.0,0
M,298.0,308.6,1453,44.1,165,10.600000000000023,6710.159164728975,71127.68714612728,64077.3,1.0355704697986579,7276.5,0
L,297.9,308.6,1468,36.0,168,10.700000000000045,5534.22961856378,59216.256918632695,52848.0,1.0359180933199061,6048.0,0
L,298.0,308.6,1313,50.8,170,10.600000000000023,6984.849554383354,74039.40527646372,66700.4,1.0355704697986579,8636.0,0
M,297.9,308.5,1300,53.0,172,10.600000000000023,7215.191127744559,76481.02595409249,68900.0,1.0355824102047668,9116.0,0
L,297.9,308.4,1646,40.6,175,10.5,6998.169907234576,73480.78402596305,66827.6,1.0352467270896275,7105.0,0
L,297.8,308.4,1714,33.2,177,10.599999999999966,5959.056721133215,63166.00124401188,56904.8,1.035594358629953,5876.400000000001,0
L,297.8,308.4,1685,28.4,179,10.599999999999966,5011.259161496198,53119.34711185953,47854.0,1.035594358629953,5083.599999999999,0
L,297.8,308.4,1512,39.9,181,10.599999999999966,6317.61716266293,66966.74192422685,60328.799999999996,1.035594358629953,7221.9,0
L,297.8,308.4,1612,32.1,183,10.599999999999966,5418.744672617819,57438.69352974869,51745.200000000004,1.035594358629953,5874.3,0
H,297.8,308.4,1550,38.2,185,10.599999999999966,6200.456700635055,65724.84102673137,59210.00000000001,1.035594358629953,7067.000000000001,0
L,297.8,308.4,1518,32.5,190,10.599999999999966,5166.349118828414,54763.300659581015,49335.0,1.035594358629953,6175.0,0
L,297.8,308.5,1448,40.0,192,10.699999999999989,6065.368216530694,64899.43991687836,57920.0,1.0359301544660846,7680.0,0
L,297.8,308.5,1561,46.3,194,10.699999999999989,7568.546997444824,80983.45287265953,72274.29999999999,1.0359301544660846,8982.199999999999,0
M,297.8,308.5,1488,41.9,196,10.699999999999989,6528.983516396451,69860.12362544195,62347.2,1.0359301544660846,8212.4,0
L,297.8,308.5,1699,27.8,199,10.699999999999989,4946.1444177627955,52923.74527006185,47232.200000000004,1.0359301544660846,5532.2,0
L,297.7,308.5,1501,41.4,201,10.800000000000011,6507.432190792826,70280.26766056259,62141.4,1.0362781323480015,8321.4,0
L,297.7,308.5,1373,56.7,203,10.800000000000011,8152.338688285906,88045.25783348788,77849.1,1.0362781323480015,11510.1,1
H,297.6,308.4,1703,31.4,205,10.799999999999955,5599.80512921971,60477.89539557261,53474.2,1.036290322580645,6437.0,0
H,297.7,308.5,1720,29.9,210,10.800000000000011,5385.527566293863,58163.69771597378,51428.0,1.0362781323480015,6279.0,0
M,297.6,308.4,1398,41.9,215,10.799999999999955,6134.085319840215,66248.12145427403,58576.2,1.036290322580645,9008.5,0
M,297.6,308.4,1391,51.9,218,10.799999999999955,7560.022809378085,81648.24634128298,72192.9,1.036290322580645,11314.199999999999,0
M,297.6,308.3,1538,40.2,0,10.699999999999989,6474.571131636277,69277.91110850808,61827.600000000006,1.0359543010752688,0.0,0
L,297.5,308.2,1647,31.3,3,10.699999999999989,5398.418568149093,57763.07867919523,51551.1,1.0359663865546218,93.9,0
M,297.5,308.1,1469,44.8,5,10.600000000000023,6891.732748130952,73052.36713018824,65811.2,1.0356302521008405,224.0,0
L,297.4,308.1,1749,25.9,8,10.700000000000045,4743.71065914098,50757.7040528087,45299.1,1.035978480161399,207.2,0
M,297.6,308.2,1995,20.5,10,10.599999999999966,4282.776185006285,45397.42756106648,40897.5,1.0356182795698923,205.0,0
L,297.6,308.3,1742,27.7,13,10.699999999999989,5053.08423169099,54068.001279093536,48253.4,1.0359543010752688,360.09999999999997,0
L,297.5,308.2,1563,38.2,15,10.699999999999989,6252.460531027478,66901.32768199395,59706.600000000006,1.0359663865546218,573.0,0
M,297.5,308.2,1713,32.2,17,10.699999999999989,5776.195084743265,61805.287406752876,55158.600000000006,1.0359663865546218,547.4000000000001,0
L,297.4,308.1,1474,39.4,20,10.700000000000045,6081.662610427313,65073.78993157252,58075.6,1.035978480161399,788.0,0
M,297.4,308.2,1530,32.6,22,10.800000000000011,5223.21194585839,56410.68901527068,49878.0,1.0363147276395428,717.2,0
L,297.4,308.2,1471,46.5,25,10.800000000000011,7162.988329817408,77360.27396202809,68401.5,1.0363147276395428,1162.5,0
L,297.5,308.3,1388,48.6,27,10.800000000000011,7064.059577155865,76291.84343328341,67456.8,1.0363025210084034,1312.2,0
M,297.5,308.2,2448,13.8,29,10.699999999999989,3537.684655354394,37853.22581229198,33782.4,1.0359663865546218,400.20000000000005,0
L,297.5,308.3,1585,32.9,32,10.800000000000011,5460.768710347338,58976.30207175131,52146.5,1.0363025210084034,1052.8,0
M,297.5,308.3,1459,45.2,34,10.800000000000011,6905.932746925178,74584.073666792,65946.8,1.0363025210084034,1536.8000000000002,0
L,297.5,308.3,1544,40.8,37,10.800000000000011,6596.84191771399,71245.89271131117,62995.2,1.0363025210084034,1509.6,0
L,297.6,308.3,1617,31.7,39,10.699999999999989,5367.819455703128,57435.66817602341,51258.9,1.0359543010752688,1236.3,0
L,297.6,308.3,1595,34.3,41,10.699999999999989,5729.060722963905,61300.94973571372,54708.49999999999,1.0359543010752688,1406.3,0
H,297.6,308.3,1400,44.3,43,10.699999999999989,6494.719212521299,69493.49557397782,62019.99999999999,1.0359543010752688,1904.8999999999999,0
M,297.6,308.4,1611,31.0,48,10.799999999999955,5229.809290430929,56481.940336653795,49941.0,1.036290322580645,1488.0,0
M,297.6,308.4,1507,46.0,51,10.799999999999955,7259.3828644050545,78401.33493557425,69322.0,1.036290322580645,2346.0,0
H,297.5,308.3,1674,30.0,54,10.800000000000011,5259.026102109314,56797.48190278065,50220.0,1.0363025210084034,1620.0,0
L,297.6,308.3,1658,34.3,59,10.699999999999989,5955.349641801979,63722.2411672811,56869.399999999994,1.0359543010752688,2023.6999999999998,0
L,297.6,308.3,1623,36.9,61,10.699999999999989,6271.529998434768,67105.37098325194,59888.7,1.0359543010752688,2250.9,0
M,297.6,308.4,1398,48.9,63,10.799999999999955,7158.872843441205,77315.82670916468,68362.2,1.036290322580645,3080.7,0
L,297.6,308.4,1517,34.2,66,10.799999999999955,5433.007503265117,58676.481035263016,51881.4,1.036290322580645,2257.2000000000003,0
M,297.6,308.3,1467,36.7,68,10.699999999999989,5637.996423911851,60326.56173585674,53838.9,1.0359543010752688,2495.6000000000004,0
M,297.6,308.3,1567,34.6,71,10.699999999999989,5677.716627028738,60751.567909207435,54218.200000000004,1.0359543010752688,2456.6,0
M,297.5,308.3,1521,38.2,74,10.800000000000011,6084.4481559134965,65712.04008386584,58102.200000000004,1.0363025210084034,2826.8,0
L,297.5,308.3,1596,36.8,77,10.800000000000011,6150.484433491953,66425.23188171316,58732.799999999996,1.0363025210084034,2833.6,0
H,297.6,308.3,1640,30.9,79,10.699999999999989,5306.778310443878,56782.52792174943,50676.0,1.0359543010752688,2441.1,0
L,297.6,308.3,1438,47.8,84,10.699999999999989,7198.058975806982,77019.23104113463,68736.4,1.0359543010752688,4015.2,0
L,297.6,308.4,1407,55.2,86,10.799999999999955,8133.206389025544,87838.6290014755,77666.40000000001,1.036290322580645,4747.2,0
L,297.6,308.4,1353,57.5,88,10.799999999999955,8146.9351489217315,87986.89960835433,77797.5,1.036290322580645,5060.0,0
M,297.6,308.5,1552,40.9,90,10.899999999999977,6647.274951779619,72455.2969743977,63476.799999999996,1.0366263440860215,3681.0,0
M,297.6,308.4,1569,38.3,93,10.799999999999955,6292.892828479178,67963.24254757483,60092.7,1.036290322580645,3561.8999999999996,0
L,297.5,308.4,1489,39.5,96,10.899999999999977,6159.1447572403495,67134.67785391967,58815.5,1.0366386554621847,3792.0,0
